,Date,EUR.USD.Close,EUR.USD.High,EUR.USD.Low,USD.JPY.Close,USD.JPY.High,USD.JPY.Low,USD.CHF.Close,USD.CHF.High,USD.CHF.Low,GBP.USD.Close,GBP.USD.High,GBP.USD.Low,USD.CAD.Close,USD.CAD.High,USD.CAD.Low,EUR.GBP.Close,EUR.GBP.High,EUR.GBP.Low,EUR.JPY.Close,EUR.JPY.High,EUR.JPY.Low,EUR.CHF.Close,EUR.CHF.High,EUR.CHF.Low,AUD.USD.Close,AUD.USD.High,AUD.USD.Low,GBP.JPY.Close,GBP.JPY.High,GBP.JPY.Low,CHF.JPY.Close,CHF.JPY.High,CHF.JPY.Low,GBP.CHF.Close,GBP.CHF.High,GBP.CHF.Low,NZD.USD.Close,NZD.USD.High,NZD.USD.Low,GBP.AUD.Close,GBP.AUD.High,GBP.AUD.Low,EUR.AUD.Close,EUR.AUD.High,EUR.AUD.Low,market
58,3/22/2016,1.1219,1.1261,1.11888,112.32,112.49,111.38,0.9726,0.9736,0.96891,1.4211,1.43974,1.4191,1.30386,1.31383,1.30322,0.78935,0.79057,0.7814,126.028,126.28,124.678,1.0914,1.09165,1.0876,0.7622,0.76426,0.75515,159.61,161.49,158.462,115.456,115.74,114.52,1.3822,1.39619,1.3774,0.6749,0.6776,0.67222,1.7629,1.7716,1.7543,0.6735,0.674,0.6665,4821.660156
59,3/23/2016,1.1181,1.12233,1.11598,112.41,112.91,112.145,0.9747,0.9766,0.97268,1.41146,1.42272,1.40828,1.3207,1.32191,1.30392,0.7921,0.7934,0.78825,125.68,126.27,125.512,1.08995,1.09241,1.08748,0.7524,0.76489,0.75202,158.67,160.012,158.543,115.308,115.93,115.014,1.3756,1.38503,1.3728,0.6707,0.67701,0.66834,1.7592,1.7629,1.7367,0.6714,0.6797,0.6702,4768.859863
60,3/24/2016,1.11753,1.11874,1.11443,112.792,113.005,112.297,0.97568,0.9774,0.97379,1.41614,1.41826,1.4057,1.3241,1.3296,1.32044,0.7889,0.79464,0.78827,126.04,126.16,125.393,1.09049,1.09094,1.08751,0.7529,0.75368,0.74776,159.73,159.85,158.466,115.57,115.72,115.143,1.38181,1.38306,1.37217,0.6697,0.67216,0.6672,1.7394,1.7414,1.7253,0.6788,0.6859,0.678,4773.5
61,3/25/2016,1.1162,1.11792,1.11545,113.105,113.321,112.757,0.97822,0.97868,0.97541,1.41287,1.41563,1.41114,1.32622,1.32695,1.32271,0.78985,0.79108,0.78884,126.241,126.46,125.922,1.09171,1.09242,1.08909,0.75087,0.75351,0.75082,159.795,160.185,159.36,115.585,116.04,115.5,1.38186,1.38275,1.37855,0.66817,0.6715,0.66816,1.7387,1.7538,1.7331,0.6825,0.6846,0.68,NA
62,3/28/2016,1.11999,1.12198,1.1153,113.319,113.686,113.138,0.9736,0.97861,0.97235,1.42537,1.42832,1.41213,1.31797,1.32848,1.31683,0.78569,0.7903,0.78441,126.927,127.046,126.3,1.09064,1.09222,1.09011,0.75411,0.75578,0.74937,161.55,161.682,159.82,116.37,116.491,115.71,1.38793,1.39113,1.3803,0.67284,0.67356,0.66691,1.748,1.7576,1.7414,0.6831,0.686,0.6793,4766.790039
63,3/29/2016,1.1302,1.1303,1.11691,112.666,113.803,112.673,0.966,0.97624,0.9659,1.43877,1.4404,1.41954,1.3056,1.32163,1.3051,0.7855,0.78725,0.7831,127.34,127.46,126.784,1.0918,1.0929,1.08856,0.76427,0.76429,0.75105,162.07,162.499,161.35,116.6,116.76,116.14,1.3898,1.39506,1.38433,0.68569,0.68664,0.67233,1.7546,1.762,1.7476,0.6803,0.6814,0.6773,4846.620117
64,3/30/2016,1.13369,1.13653,1.1286,112.41,112.81,112.02,0.9637,0.9672,0.95932,1.4378,1.44589,1.43612,1.29653,1.30805,1.2913,0.7883,0.7884,0.78349,127.454,127.821,126.77,1.09268,1.09273,1.08929,0.7672,0.77088,0.76156,161.652,162.574,161.359,116.629,117.23,116.08,1.3857,1.39329,1.3849,0.69352,0.69654,0.68419,1.7554,1.7659,1.7476,0.6788,0.6791,0.6731,4869.290039
65,3/31/2016,1.13845,1.14116,1.13107,112.518,112.67,112.113,0.9605,0.9664,0.95721,1.4368,1.44261,1.43266,1.29778,1.30106,1.28582,0.7922,0.79444,0.7879,128.09,128.22,126.974,1.09344,1.0953,1.09066,0.76638,0.77227,0.76348,161.686,162.023,160.907,117.13,117.47,116.17,1.38002,1.3883,1.37555,0.6912,0.69662,0.68819,1.7569,1.7677,1.7399,0.6744,0.6773,0.6725,4869.850098
66,4/1/2016,1.1394,1.14377,1.13347,111.614,112.577,111.601,0.9584,0.96253,0.9556,1.42271,1.4372,1.41715,1.3012,1.3147,1.29697,0.80059,0.802,0.7917,127.171,128.163,127.182,1.0921,1.09504,1.09067,0.76832,0.77005,0.75993,158.795,161.723,158.727,116.4,117.213,116.42,1.3636,1.38232,1.36043,0.6899,0.69368,0.6836,1.7483,1.7515,1.7364,0.6734,0.6756,0.6727,4914.540039
67,4/4/2016,1.1396,1.14125,1.13576,111.29,111.796,111.101,0.95875,0.96148,0.95732,1.4277,1.43214,1.41916,1.3054,1.30827,1.30032,0.79818,0.80161,0.796,126.84,127.36,126.454,1.0929,1.09323,1.09127,0.76121,0.76781,0.75985,158.908,159.58,158.184,116.05,116.611,115.78,1.36918,1.37178,1.36164,0.6834,0.69037,0.68298,1.7414,1.7457,1.7252,0.6742,0.6784,0.6729,4891.799805
68,4/5/2016,1.1381,1.14051,1.13361,110.425,111.332,109.951,0.9567,0.96044,0.95468,1.4146,1.4279,1.41222,1.3154,1.32187,1.30688,0.80439,0.80544,0.79804,125.67,126.82,125.252,1.0888,1.0925,1.0879,0.7535,0.76312,0.75105,156.21,158.848,155.741,115.41,116.09,114.94,1.3535,1.36835,1.352,0.6791,0.68317,0.67596,1.731,1.743,1.7251,0.6765,0.6783,0.672,4843.930176
69,4/6/2016,1.1405,1.14315,1.13268,109.67,110.642,109.346,0.9552,0.96218,0.95311,1.41243,1.41711,1.40058,1.3099,1.31862,1.30637,0.8073,0.81052,0.8023,125.097,125.85,124.87,1.0894,1.09123,1.08816,0.7598,0.76192,0.75334,154.917,156.655,154.549,114.79,115.572,114.44,1.349,1.35908,1.34445,0.68256,0.68441,0.67743,1.7367,1.7386,1.7198,0.6754,0.6807,0.6737,4920.720215
70,4/7/2016,1.13724,1.14539,1.13379,108.43,109.904,107.672,0.9555,0.9582,0.9522,1.4061,1.41568,1.40493,1.31325,1.31806,1.30193,0.8086,0.8117,0.8043,123.336,125.304,122.556,1.08691,1.09065,1.08436,0.7509,0.76373,0.74921,152.488,155.344,151.667,113.458,114.935,112.726,1.3436,1.35132,1.34165,0.67787,0.68625,0.67633,1.7316,1.7414,1.7273,0.6751,0.678,0.6728,4848.370117
71,4/8/2016,1.13996,1.14192,1.1349,108.17,109.097,108.158,0.9536,0.95823,0.95254,1.4125,1.41414,1.40412,1.29975,1.31559,1.29529,0.80698,0.81,0.80474,123.306,124.232,123.114,1.0873,1.08946,1.08603,0.7551,0.75792,0.75009,152.77,154.23,152.151,113.4,114.16,113.2,1.34717,1.35196,1.34301,0.6807,0.68295,0.67742,1.7382,1.7422,1.7293,0.6759,0.6777,0.6717,4850.689941
72,4/11/2016,1.14057,1.14472,1.13725,107.915,108.442,107.637,0.9542,0.95703,0.95032,1.424,1.42863,1.41077,1.2887,1.30158,1.28862,0.8006,0.80891,0.79954,123.06,123.73,122.839,1.0881,1.08984,1.08647,0.76,0.763,0.75285,153.681,154.46,151.987,113.063,113.76,112.89,1.3583,1.3628,1.34416,0.686,0.68786,0.6792,1.733,1.7345,1.7167,0.6737,0.6764,0.6723,4833.399902
73,4/12/2016,1.1393,1.14646,1.13455,108.51,108.788,107.875,0.95483,0.95934,0.94994,1.4266,1.43479,1.41967,1.2762,1.29203,1.27506,0.79855,0.803,0.79616,123.65,124,123.09,1.0881,1.08928,1.0873,0.7684,0.76894,0.75839,154.81,155.516,153.519,113.61,113.95,113.01,1.3622,1.36676,1.3552,0.6916,0.69259,0.68523,1.7247,1.7247,1.7108,0.6731,0.6755,0.671,4872.089844
74,4/13/2016,1.12864,1.1391,1.12726,109.22,109.405,108.51,0.9659,0.967,0.95502,1.4212,1.42788,1.41932,1.28147,1.28275,1.27451,0.7939,0.7984,0.79256,123.28,123.87,123.01,1.09031,1.09108,1.08719,0.76611,0.77158,0.76345,155.24,155.753,154.76,113.06,113.864,112.91,1.3727,1.3744,1.36254,0.69271,0.69523,0.68987,1.7142,1.7271,1.7093,0.6735,0.6776,0.6712,4947.419922
75,4/14/2016,1.1262,1.12947,1.1234,109.28,109.545,108.9,0.96649,0.96881,0.9638,1.4155,1.4209,1.40906,1.2852,1.28975,1.27819,0.7955,0.79812,0.7938,123.088,123.43,122.727,1.0887,1.0904,1.08672,0.7696,0.77368,0.76197,154.68,155.366,153.911,113.04,113.35,112.65,1.3681,1.3732,1.36369,0.6854,0.692,0.68242,1.7132,1.7168,1.6906,0.6769,0.6822,0.6761,4945.890137
76,4/15/2016,1.1285,1.13169,1.12458,108.72,109.732,108.602,0.96785,0.969,0.96487,1.4198,1.42417,1.41333,1.28415,1.29024,1.27978,0.7946,0.7976,0.7938,122.69,123.58,122.639,1.0921,1.0927,1.08862,0.7717,0.77344,0.76811,154.36,155.311,154.095,112.33,113.49,112.29,1.374,1.37564,1.36672,0.6912,0.69271,0.68443,1.7038,1.7106,1.6905,0.6782,0.6835,0.6754,4938.220215
77,4/18/2016,1.13142,1.13322,1.1274,108.73,108.986,107.839,0.9645,0.9679,0.96284,1.4277,1.42907,1.4132,1.28068,1.29896,1.27959,0.7923,0.79937,0.79138,123.031,123.351,121.722,1.09133,1.09235,1.09034,0.7746,0.77591,0.76015,155.265,155.703,152.534,112.725,113.1,111.5,1.377,1.37839,1.36576,0.6944,0.69571,0.68462,1.6954,1.6959,1.6701,0.6823,0.6875,0.6806,4960.02002
78,4/19/2016,1.1368,1.13845,1.13038,109.16,109.49,108.793,0.96085,0.96497,0.95851,1.4399,1.44188,1.42714,1.2648,1.2794,1.26316,0.78945,0.7931,0.7882,124.113,124.437,123.1,1.0923,1.0929,1.0904,0.7814,0.7826,0.77469,157.17,157.711,155.37,113.58,113.982,112.82,1.3834,1.38556,1.37673,0.7045,0.70549,0.69541,1.6785,1.6929,1.6724,0.6861,0.688,0.6841,4940.330078
79,4/20/2016,1.1298,1.13878,1.12911,109.76,109.878,108.766,0.9716,0.97331,0.96033,1.43536,1.44101,1.43464,1.26412,1.27297,1.25937,0.78708,0.79157,0.7863,124.008,124.332,123.545,1.098,1.09894,1.09182,0.77959,0.7829,0.77674,157.546,157.88,156.209,112.932,113.75,112.85,1.39502,1.39737,1.37985,0.6977,0.70494,0.69726,1.69,1.6912,1.678,0.6851,0.6921,0.6841,4948.129883
80,4/21/2016,1.1293,1.13972,1.12704,109.41,109.896,109.325,0.9738,0.97526,0.96482,1.43269,1.44397,1.42998,1.27314,1.27497,1.26284,0.78822,0.7898,0.7855,123.57,124.955,123.372,1.10025,1.10091,1.0964,0.7738,0.7835,0.77334,156.74,158.372,156.626,112.3,113.72,112.28,1.39564,1.39793,1.38977,0.69063,0.69829,0.69007,1.6827,1.6923,1.6762,0.6913,0.6937,0.6877,4945.890137
81,4/22/2016,1.1229,1.13084,1.12185,111.6,111.804,109.264,0.9783,0.97969,0.97331,1.44097,1.44517,1.4314,1.2666,1.27579,1.26228,0.77929,0.7886,0.77836,125.333,125.496,123.4,1.0987,1.10165,1.09786,0.77129,0.77741,0.76942,160.819,161.172,156.542,114.04,114.23,112.15,1.4095,1.41226,1.39567,0.68562,0.69356,0.68355,1.6891,1.7013,1.6816,0.6892,0.6936,0.6884,4906.22998
82,4/25/2016,1.12626,1.12781,1.12189,111.162,111.896,110.843,0.9754,0.97888,0.97366,1.44765,1.45192,1.44033,1.26883,1.27172,1.26523,0.77786,0.78113,0.77525,125.19,125.536,124.8,1.09874,1.0994,1.09649,0.7706,0.7729,0.76918,160.923,161.89,160.029,113.93,114.284,113.64,1.412,1.41625,1.40514,0.6846,0.68775,0.68423,1.6948,1.7057,1.6863,0.69,0.6925,0.6875,4895.790039
83,4/26/2016,1.12817,1.13396,1.12565,111.45,111.46,110.674,0.97462,0.97667,0.9702,1.45666,1.46384,1.44793,1.26204,1.2686,1.26071,0.7743,0.7783,0.77353,125.75,125.972,124.69,1.09961,1.10036,1.0983,0.7738,0.7765,0.76971,162.33,162.697,160.473,114.349,114.57,113.438,1.4194,1.42138,1.41197,0.6884,0.69101,0.68571,1.7043,1.7225,1.6991,0.6897,0.6927,0.6846,4888.279785
84,4/27/2016,1.13125,1.13604,1.12721,111.415,111.753,111.028,0.97239,0.9753,0.96818,1.4534,1.46216,1.44747,1.26205,1.26939,1.25716,0.77822,0.77937,0.7738,126.048,126.33,125.44,1.10001,1.10095,1.09906,0.75758,0.77651,0.75492,161.91,162.809,161.66,114.57,114.85,114.016,1.413,1.42093,1.4106,0.6839,0.69059,0.68085,1.7155,1.7261,1.7054,0.6874,0.6898,0.684,4863.140137
85,4/28/2016,1.1352,1.13679,1.1296,108.036,111.882,107.923,0.96628,0.97329,0.96579,1.45987,1.46228,1.45243,1.2541,1.26062,1.2516,0.77754,0.78038,0.77549,122.651,126.47,122.546,1.09692,1.1006,1.09651,0.7627,0.7658,0.75773,157.7,162.573,157.092,111.81,115.007,111.65,1.41041,1.4147,1.40568,0.6966,0.699,0.68977,1.7184,1.7591,1.7156,0.6854,0.6866,0.6795,4805.290039
86,4/29/2016,1.14465,1.14591,1.13484,106.419,108.199,106.429,0.95899,0.96707,0.95681,1.46124,1.4671,1.45774,1.25399,1.25872,1.24987,0.78319,0.78425,0.77659,121.832,122.95,121.74,1.09781,1.09945,1.09555,0.7606,0.76682,0.75877,155.524,158.08,155.528,110.979,112.02,110.98,1.4012,1.41313,1.40044,0.6985,0.69987,0.69518,1.7562,1.7623,1.7495,0.6807,0.6809,0.6755,4775.359863
87,5/2/2016,1.15182,1.15349,1.14486,106.48,106.818,106.143,0.9551,0.96051,0.95355,1.46618,1.4696,1.45843,1.2545,1.25623,1.2514,0.7855,0.78651,0.7821,122.66,122.921,121.66,1.10031,1.10075,1.09844,0.76566,0.76644,0.7595,156.129,156.652,154.95,111.46,111.76,110.71,1.40052,1.4063,1.39824,0.70088,0.70238,0.69693,1.7552,1.7599,1.7382,0.6778,0.6811,0.6707,4817.589844
88,5/3/2016,1.15055,1.16162,1.15013,106.428,106.47,105.55,0.9541,0.95538,0.94446,1.45352,1.47695,1.4532,1.27253,1.27303,1.24615,0.79149,0.79203,0.7841,122.476,122.757,122.131,1.09799,1.10165,1.09604,0.74879,0.77192,0.74855,154.698,156.18,154.44,111.54,111.882,110.9,1.38704,1.40404,1.38578,0.6915,0.70536,0.69113,1.7486,1.7513,1.7348,0.6751,0.682,0.6737,4763.220215
89,5/4/2016,1.1493,1.15293,1.14666,106.94,107.362,106.251,0.9565,0.95897,0.95328,1.4497,1.45714,1.44619,1.28652,1.28856,1.26978,0.79267,0.79469,0.78934,122.93,123.243,122.303,1.09971,1.1005,1.0971,0.74589,0.75174,0.74475,155.064,155.951,154.421,111.78,112.2,111.33,1.3867,1.39181,1.38197,0.68827,0.69404,0.68605,1.7409,1.7604,1.7372,0.6799,0.6809,0.6747,4725.640137
90,5/5/2016,1.1401,1.1494,1.13862,107.257,107.497,106.807,0.96836,0.96963,0.95698,1.44832,1.45289,1.44443,1.28599,1.28747,1.27861,0.787,0.7926,0.7862,122.284,123.13,122.1,1.104,1.10496,1.0996,0.7463,0.75137,0.74563,155.33,155.857,154.882,110.74,111.927,110.65,1.4022,1.4043,1.38818,0.68813,0.69172,0.68723,1.7548,1.7677,1.7432,0.6774,0.6809,0.6757,4717.089844
91,5/6/2016,1.14018,1.14802,1.13871,107.1,107.422,106.44,0.9717,0.97267,0.96526,1.4426,1.45463,1.44152,1.2921,1.29517,1.28363,0.7903,0.79181,0.7866,122.1,122.46,121.491,1.10803,1.10928,1.10343,0.73647,0.7478,0.73381,154.5,155.616,153.654,110.202,110.941,109.84,1.4018,1.40563,1.39811,0.68348,0.68907,0.6808,1.7649,1.7676,1.7356,0.6774,0.6884,0.6759,4736.160156
92,5/9/2016,1.13847,1.14196,1.13757,108.445,108.603,107.058,0.97112,0.97357,0.96848,1.44049,1.44793,1.4375,1.2967,1.30152,1.29067,0.79021,0.793,0.78678,123.468,123.71,121.99,1.10566,1.10902,1.1037,0.73149,0.73851,0.73081,156.222,156.43,154.23,111.66,111.91,110.06,1.3987,1.40391,1.3944,0.67744,0.68477,0.67647,1.7503,1.7612,1.7356,0.6828,0.6859,0.6782,4750.209961
93,5/10/2016,1.13691,1.14097,1.13586,109.24,109.35,108.278,0.9756,0.97601,0.9699,1.4434,1.44779,1.43896,1.2911,1.29798,1.29109,0.7875,0.7905,0.7871,124.2,124.45,123.29,1.1093,1.11034,1.10515,0.7364,0.7374,0.73006,157.69,157.916,156.083,111.95,112.29,111.5,1.4083,1.40932,1.39872,0.6761,0.67781,0.67167,1.7592,1.7624,1.7505,0.6794,0.683,0.6781,4809.879883
94,5/11/2016,1.14234,1.1447,1.13699,108.472,109.344,108.375,0.97123,0.97604,0.96993,1.44506,1.44879,1.43952,1.28405,1.29419,1.28307,0.79044,0.792,0.7865,123.914,124.35,123.608,1.10952,1.1108,1.10812,0.7379,0.74021,0.73361,156.74,157.956,156.42,111.675,112.04,111.42,1.40353,1.41033,1.40204,0.683,0.68456,0.67801,1.7561,1.7797,1.7477,0.6802,0.6817,0.6757,4760.689941
95,5/12/2016,1.1371,1.1429,1.13722,109.075,109.394,108.23,0.9707,0.97255,0.9664,1.4447,1.45308,1.44069,1.28365,1.28781,1.2772,0.7869,0.79187,0.78462,124.043,124.645,123.696,1.104,1.10993,1.1027,0.73248,0.73794,0.73106,157.58,158.483,156.269,112.32,112.752,111.45,1.40277,1.40746,1.39799,0.68162,0.68477,0.68051,1.7652,1.7775,1.7539,0.68,0.6825,0.6761,4737.330078
96,5/13/2016,1.13188,1.13796,1.12832,108.619,109.554,108.519,0.9742,0.97741,0.97022,1.43721,1.44521,1.4341,1.29333,1.29578,1.28368,0.78734,0.78825,0.7857,122.9,124.14,122.76,1.1024,1.1052,1.10157,0.72693,0.73236,0.72544,156.135,157.631,155.986,111.465,112.375,111.32,1.40031,1.40344,1.3982,0.67746,0.68301,0.67564,1.7665,1.7684,1.7401,0.6789,0.6824,0.6777,4717.680176
97,5/16/2016,1.13195,1.13422,1.13027,108.98,109.095,108.47,0.97765,0.9784,0.97481,1.4393,1.4416,1.43332,1.28983,1.29626,1.2875,0.78639,0.78935,0.7859,123.372,123.507,122.626,1.10687,1.10722,1.10223,0.7291,0.73087,0.72394,156.84,157.085,155.691,111.44,111.63,111.219,1.40745,1.40837,1.39929,0.6791,0.68089,0.67473,1.7473,1.7636,1.7399,0.6808,0.6859,0.6764,4775.459961
98,5/17/2016,1.1319,1.13482,1.13024,109.02,109.652,108.842,0.9794,0.98037,0.97516,1.44568,1.45241,1.4404,1.2915,1.2955,1.2838,0.7828,0.7858,0.7801,123.41,124.2,123.25,1.1089,1.1093,1.1058,0.73237,0.73663,0.72829,157.62,158.975,157.028,111.26,112.11,111.26,1.4162,1.41959,1.40806,0.6807,0.68426,0.67794,1.7464,1.7529,1.7334,0.6855,0.6886,0.684,4715.72998
99,5/18/2016,1.12195,1.13159,1.12196,110.18,110.254,108.728,0.987,0.98748,0.97994,1.4582,1.46343,1.4404,1.30183,1.30274,1.28949,0.76923,0.7832,0.7691,123.621,123.94,122.968,1.1075,1.10967,1.10654,0.72242,0.73253,0.72228,160.715,160.778,157.036,111.59,111.92,110.9,1.43977,1.44007,1.41585,0.6728,0.68101,0.67304,1.7409,1.7639,1.7305,0.6866,0.6896,0.684,4739.120117
100,5/19/2016,1.1202,1.123,1.11803,109.92,110.383,109.702,0.9902,0.99222,0.9863,1.4618,1.46636,1.45619,1.30941,1.31544,1.30115,0.7662,0.7704,0.7649,123.154,123.776,122.936,1.1094,1.10986,1.1068,0.7224,0.72419,0.71765,160.689,161.639,160.152,110.98,111.71,110.86,1.4472,1.44905,1.43903,0.67444,0.67648,0.67103,1.7484,1.7619,1.7189,0.6863,0.6891,0.6835,4712.529785
101,5/20/2016,1.1214,1.12372,1.11967,110.116,110.586,109.853,0.99102,0.99267,0.98967,1.44859,1.46134,1.44863,1.31263,1.3162,1.30775,0.7739,0.7743,0.7669,123.485,124.041,123.066,1.1114,1.11289,1.10957,0.7221,0.7249,0.72123,159.51,161.15,159.53,111.1,111.56,110.865,1.4357,1.44875,1.43591,0.6764,0.6781,0.67374,1.7282,1.755,1.7248,0.686,0.6902,0.6843,4769.560059
102,5/23/2016,1.12146,1.1243,1.11878,109.23,110.24,109.115,0.98938,0.99233,0.98838,1.448,1.45486,1.44429,1.31431,1.31737,1.30998,0.77438,0.7754,0.77054,122.538,123.72,122.39,1.10983,1.11235,1.10937,0.72227,0.72597,0.71954,158.198,160.53,158.06,110.42,111.24,110.25,1.43273,1.44184,1.43219,0.6765,0.68069,0.67486,1.7374,1.7389,1.7184,0.6891,0.6907,0.68,4765.779785
103,5/24/2016,1.11403,1.12269,1.1133,110.001,110.128,109.17,0.9931,0.99374,0.98917,1.4624,1.46422,1.44782,1.31441,1.31881,1.30864,0.76158,0.775,0.76124,122.545,122.727,122.355,1.1063,1.11138,1.106,0.71758,0.72283,0.71453,160.86,161.042,158.132,110.73,110.923,110.2,1.4522,1.45337,1.43247,0.6733,0.67659,0.67058,1.7253,1.7281,1.7032,0.681,0.686,0.68,4861.060059
104,5/25/2016,1.11604,1.1167,1.11292,110.14,110.446,109.869,0.99066,0.99347,0.9897,1.47122,1.47289,1.46015,1.3034,1.31334,1.30257,0.75854,0.76393,0.7564,122.92,123.13,122.52,1.1055,1.1068,1.10388,0.72,0.72189,0.7174,162.02,162.521,160.454,111.17,111.428,110.72,1.4575,1.46008,1.4479,0.6767,0.6773,0.67342,1.7119,1.7315,1.7087,0.6846,0.6855,0.6746,4894.890137
105,5/26/2016,1.11901,1.1217,1.11501,109.75,110.23,109.421,0.98904,0.99282,0.98724,1.46618,1.47393,1.46407,1.2984,1.30377,1.29115,0.76311,0.76346,0.75792,122.806,123.1,122.265,1.10678,1.10865,1.10525,0.72163,0.72434,0.71621,160.9,162.172,160.739,110.95,111.2,110.549,1.45009,1.46124,1.4498,0.67461,0.67666,0.66926,1.725,1.738,1.7124,0.6765,0.6811,0.6738,4901.77002
106,5/27/2016,1.1113,1.12006,1.11119,110.37,110.45,109.477,0.9942,0.99456,0.98863,1.4608,1.46885,1.46054,1.30324,1.30682,1.2969,0.76059,0.76442,0.76036,122.65,123.081,122.228,1.10499,1.10792,1.10414,0.7183,0.72345,0.71726,161.23,161.419,160.167,110.937,111.18,110.47,1.4522,1.45401,1.44791,0.6693,0.67581,0.6688,1.7197,1.7479,1.7153,0.6774,0.6787,0.6705,4933.5
107,5/30/2016,1.1134,1.1145,1.10983,111.127,111.449,110.35,0.99332,0.99561,0.99203,1.46339,1.4642,1.4588,1.30488,1.30947,1.30257,0.7608,0.76322,0.75899,123.734,123.9,122.51,1.1057,1.1071,1.10425,0.71841,0.71872,0.71492,162.623,162.887,161.13,111.851,112.14,110.88,1.4536,1.45583,1.44834,0.6692,0.67058,0.66762,1.7452,1.7681,1.7425,0.6737,0.6779,0.669,NA
108,5/31/2016,1.11338,1.11732,1.11224,110.614,111.352,110.506,0.9932,0.99508,0.98869,1.4491,1.47245,1.4465,1.3107,1.31341,1.30176,0.76819,0.76962,0.75732,123.162,124.19,122.98,1.10582,1.1074,1.103,0.72274,0.72669,0.71815,160.298,163.893,159.866,111.36,112.34,111.2,1.43918,1.4604,1.43725,0.67584,0.67761,0.66895,1.763,1.7837,1.7583,0.6759,0.678,0.6676,4948.049805
109,6/1/2016,1.11923,1.1193,1.11143,109.49,110.83,109.055,0.98782,0.9951,0.98624,1.4411,1.45076,1.43864,1.306,1.3122,1.3043,0.77649,0.7767,0.7671,122.562,123.312,121.9,1.10561,1.10696,1.10245,0.7257,0.72991,0.72278,157.8,160.66,157.24,110.83,111.51,110.35,1.4235,1.4417,1.42245,0.6819,0.68298,0.67641,1.7684,1.794,1.7671,0.6734,0.6748,0.6685,4952.25
110,6/2/2016,1.1147,1.12198,1.11457,108.87,109.586,108.528,0.9907,0.99103,0.9858,1.4427,1.44727,1.44078,1.3104,1.31437,1.30563,0.77261,0.7776,0.772,121.373,122.58,121.069,1.1045,1.10677,1.1037,0.7224,0.72691,0.72018,157.089,157.956,156.593,109.87,110.83,109.64,1.4293,1.43101,1.42236,0.68011,0.6834,0.67799,1.7869,1.8186,1.7739,0.6708,0.6743,0.6644,4971.359863
111,6/3/2016,1.13518,1.1354,1.11367,106.62,109.136,106.553,0.97629,0.992,0.97545,1.4516,1.45817,1.43997,1.2941,1.31064,1.29162,0.7818,0.78226,0.772,121.05,121.674,120.833,1.10841,1.1106,1.10359,0.73661,0.73676,0.72189,154.773,157.27,154.739,109.18,110.174,109.05,1.41729,1.43134,1.41671,0.69563,0.69602,0.6802,1.8018,1.8201,1.7929,0.6698,0.6717,0.6639,4942.52002
112,6/6/2016,1.13656,1.13928,1.1327,107.48,107.556,106.383,0.9702,0.97758,0.96821,1.44538,1.45158,1.43538,1.2816,1.29822,1.28068,0.78626,0.79053,0.782,122.16,122.214,120.838,1.10293,1.10982,1.10246,0.7369,0.73886,0.7316,155.349,155.412,152.978,110.74,110.8,108.97,1.4022,1.41686,1.40008,0.6925,0.69626,0.69051,1.8059,1.814,1.792,0.6676,0.6699,0.6633,4968.709961
113,6/7/2016,1.1359,1.13804,1.13388,107.33,107.901,107.157,0.9653,0.97136,0.96452,1.4545,1.46602,1.44447,1.276,1.2839,1.27608,0.78092,0.7863,0.77533,121.93,122.697,121.664,1.09661,1.10331,1.09633,0.7456,0.74581,0.736,156.1,157.953,155.011,111.16,111.78,110.556,1.4039,1.42219,1.40199,0.6971,0.6983,0.68935,1.8039,1.8228,1.7753,0.6652,0.6754,0.6637,4961.75
114,6/8/2016,1.13943,1.14105,1.13548,107.02,107.384,106.59,0.9593,0.96589,0.95816,1.4507,1.46006,1.45014,1.27005,1.27603,1.2655,0.7853,0.78597,0.7794,121.95,121.974,121.34,1.09323,1.09853,1.0927,0.74744,0.74821,0.74305,155.27,156.257,154.79,111.54,111.572,110.63,1.392,1.40591,1.39064,0.70177,0.70275,0.69454,1.833,1.969,1.8001,0.6713,0.6761,0.6602,4974.640137
115,6/9/2016,1.1329,1.14153,1.13057,106.94,106.96,106.26,0.9633,0.9656,0.95789,1.4477,1.45272,1.44472,1.2709,1.27663,1.26714,0.7825,0.788,0.7807,121.16,121.92,120.326,1.0914,1.0937,1.08858,0.74433,0.75041,0.74209,154.83,155.269,153.664,111,111.56,110.26,1.3945,1.39784,1.38638,0.7128,0.7148,0.70773,1.955,1.9732,1.9446,0.6683,0.6702,0.6618,4958.620117
116,6/10/2016,1.1261,1.13213,1.12456,106.769,107.261,106.56,0.9638,0.96577,0.9617,1.4256,1.44729,1.4181,1.27556,1.27806,1.26609,0.78968,0.79315,0.78094,120.249,121.2,119.921,1.0853,1.0917,1.08448,0.7375,0.74376,0.73706,152.24,155.033,151.524,110.77,111.38,110.43,1.3741,1.39518,1.36942,0.70602,0.71225,0.7041,1.9607,1.9723,1.9509,0.664,0.6654,0.6614,4894.549805
